Alpha, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
C,-0.05,0.73,0.56,-13.55,-42.54,97.72
C,-0.06,0.72,0.43,-21.48,-58.78,71.04
C,-0.05,0.80,0.55,-23.86,-81.18,48.28
C,-0.04,0.73,0.44,-40.41,-94.36,21.48
C,-0.08,0.60,0.68,-44.86,-125.73,4.70
C,-0.04,0.91,0.86,-60.91,-123.29,-10.13
C,0.03,1.08,1.11,-93.75,-120.73,-52.67
C,0.11,0.64,0.97,-83.86,-102.17,-141.91
C,0.24,0.20,1.44,-80.51,-99.73,-168.33
C,0.33,-0.31,1.37,-111.27,-62.93,-158.81
C,0.35,-0.44,1.36,-65.19,-43.33,-129.27
C,0.34,-0.65,1.44,-47.36,-29.05,-102.11
C,0.30,-0.52,1.27,-50.17,-8.36,-44.19
C,0.27,-0.30,1.13,-16.54,-7.14,-18.13
C,0.24,-0.28,1.12,2.69,-2.93,-9.95
C,0.18,-0.06,1.01,-6.35,2.08,4.70
C,0.17,-0.01,0.85,-2.69,2.50,4.33
C,0.18,-0.01,0.92,-0.06,-2.44,1.10
C,0.17,-0.00,0.97,3.42,-2.62,0.00
C,0.16,0.04,0.89,-1.71,-0.85,-0.49
C,0.17,-0.07,0.92,-1.59,-1.59,-2.87
C,0.16,0.04,0.99,2.38,-9.34,7.81
C,0.16,0.07,0.98,0.67,-5.86,1.77
C,0.19,0.01,0.94,0.98,-1.34,-6.35
C,0.21,-0.03,1.02,3.66,-4.94,-4.58
C,0.20,0.01,1.05,5.74,-2.75,1.28
C,0.22,0.02,1.07,3.60,6.84,-3.60
C,0.25,0.03,1.18,6.59,11.47,-6.59
C,0.29,0.06,1.18,7.32,30.94,-14.95
C,0.31,-0.03,1.13,9.28,44.07,-25.63
C,0.19,-0.17,0.93,13.12,73.12,-25.02
C,0.16,0.14,1.40,1.40,57.56,-29.91
C,0.12,0.05,1.40,11.96,104.37,-54.08
C,-0.08,-0.08,0.80,11.41,140.62,-57.68
C,-0.32,-0.05,0.86,8.06,81.79,-36.07
C,-0.38,0.05,0.88,11.35,68.48,-22.64
C,-0.39,0.21,1.15,10.01,56.88,-19.35
C,-0.41,0.23,1.14,10.38,74.16,-31.43
C,-0.43,-0.00,0.80,16.60,92.10,-45.41
C,-0.55,-0.18,0.69,20.32,52.55,-24.96
C,-0.51,-0.21,0.72,21.42,40.59,-7.51
C,-0.48,0.16,0.58,1.71,26.55,16.54
C,-0.41,0.00,0.85,12.08,20.45,-18.01
C,-0.46,-0.22,0.76,17.76,27.16,-20.26
C,-0.35,-0.24,0.81,15.99,16.85,-4.21
C,-0.23,-0.16,0.89,3.11,13.12,10.25
C,-0.25,-0.09,1.00,22.16,9.58,17.15
C,-0.17,-0.39,0.64,9.16,20.69,33.26
C,-0.15,-0.32,0.62,-12.45,-11.17,78.80
C,-0.05,-0.01,0.97,7.69,-25.21,114.26
C,-0.08,0.23,0.77,8.12,-9.22,115.23
C,-0.06,0.25,0.83,-8.79,-20.75,107.67
C,-0.09,0.11,0.46,-19.10,-19.23,107.24
C,-0.08,0.48,0.86,-3.48,-49.19,117.13
C,-0.06,0.49,0.58,-15.08,-30.64,99.18
C,-0.09,0.22,0.67,-34.55,-62.99,75.74
C,-0.10,0.38,0.66,-28.93,-65.61,94.91
C,-0.04,0.79,0.80,-17.03,-81.24,79.47
C,-0.05,0.55,0.79,-43.09,-78.74,26.43
C,-0.11,0.47,0.86,-52.12,-85.39,8.42
C,-0.05,0.42,0.97,-36.56,-75.87,-13.49
C,0.02,0.43,0.87,-45.17,-77.39,-36.87
C,-0.05,0.33,0.92,-57.31,-80.38,-49.93
C,-0.01,0.39,1.03,-56.03,-73.61,-67.69
C,0.02,0.18,1.01,-59.39,-65.80,-85.21
C,0.04,0.30,1.04,-61.83,-60.00,-90.15
C,0.11,0.05,1.29,-56.34,-51.51,-122.99
C,0.20,-0.17,1.24,-30.58,-28.93,-128.60
C,0.31,-0.67,1.13,-37.29,-25.94,-106.45
C,0.32,-0.41,1.39,-33.63,-25.39,-43.46
C,0.32,-0.41,1.24,-18.31,-5.37,-37.29
C,0.25,-0.42,1.08,-11.54,3.05,-21.42
C,0.19,-0.33,0.97,-10.01,4.21,-7.26
C,0.14,-0.22,0.95,-6.71,0.24,1.28
C,0.16,-0.19,0.98,-0.61,-2.08,4.94
C,0.17,-0.10,0.94,3.54,0.24,5.55
C,0.16,-0.07,0.84,6.59,3.30,1.89
C,0.14,-0.06,0.99,-3.60,-6.71,4.09
C,0.16,-0.02,0.93,0.37,-4.46,2.75
C,0.18,-0.12,0.95,3.72,0.61,-0.12
C,0.17,0.03,0.95,0.79,-6.53,4.33
C,0.16,-0.04,0.94,1.65,-1.46,-2.20
C,0.16,-0.15,1.01,0.67,-7.93,-9.28
C,0.18,-0.08,0.95,2.69,-3.05,-1.04
C,0.17,-0.04,1.04,2.20,-6.10,-3.54
C,0.16,-0.06,0.92,5.25,0.31,-5.74
C,0.16,-0.17,0.88,7.51,-2.08,-7.39
C,0.19,-0.16,0.90,3.60,-9.40,4.76
C,0.23,-0.14,0.99,6.84,-8.61,7.32
C,0.28,-0.24,1.11,11.72,1.65,8.48
C,0.27,-0.20,1.13,19.41,14.59,12.33
C,0.25,0.03,1.36,15.32,38.02,8.67
C,0.14,0.09,1.60,26.37,44.25,-14.95
C,0.12,0.17,1.78,45.29,76.17,-30.52
C,0.04,0.07,1.57,56.40,121.28,-54.87
C,-0.15,0.06,1.11,43.52,143.98,-59.20
C,-0.25,-0.05,0.97,37.29,138.85,-58.65
C,-0.26,0.12,0.85,17.03,137.27,-37.84
C,-0.36,0.11,0.59,12.27,129.39,-55.11
C,-0.41,-0.04,0.32,11.66,113.65,-63.72
C,-0.49,-0.52,0.20,7.81,43.27,-49.62
C,-0.42,-0.50,0.32,-9.40,16.54,-4.94
C,-0.22,-0.18,0.86,12.88,-24.11,45.59
C,-0.04,-0.08,1.04,16.78,1.83,26.98
C,-0.03,-0.38,1.23,11.84,-3.48,30.46
C,-0.04,-0.27,0.98,-11.29,23.44,75.93
C,-0.17,-0.02,0.65,-16.30,4.15,111.57
C,-0.14,0.19,0.73,-12.63,-12.02,105.22
C,-0.18,0.01,0.72,-4.76,-1.95,98.45
C,-0.19,0.25,0.59,1.89,-4.27,109.44
C,-0.20,0.50,0.63,-19.71,-22.95,89.05
C,-0.18,0.19,0.69,-9.95,-30.27,67.87
C,-0.17,0.37,0.63,-2.75,-31.80,74.46
C,-0.16,0.40,0.63,-2.32,-36.07,63.78
C,-0.12,0.25,0.78,-16.60,-57.07,45.23
C,-0.13,0.31,0.72,-14.59,-54.38,47.67
C,-0.15,0.38,0.89,-17.82,-71.66,39.86
C,-0.14,0.47,1.04,-21.61,-70.25,28.87
C,-0.10,0.42,0.81,-17.03,-52.73,-1.34
C,-0.14,0.30,0.98,-29.60,-69.76,-5.43
C,-0.09,0.35,1.00,-31.07,-64.76,-7.93
C,-0.03,0.40,0.99,-33.20,-63.54,-24.54
C,-0.07,0.31,0.90,-32.23,-59.69,-42.60
C,-0.06,0.27,1.10,-35.95,-67.26,-51.39
C,0.06,0.17,1.15,-39.00,-56.46,-60.85
C,0.10,0.13,1.16,-32.96,-48.71,-68.36
C,0.05,0.05,1.05,-28.81,-39.92,-74.28
C,0.05,0.07,1.03,-39.00,-42.72,-78.92
C,0.06,-0.03,0.87,-41.26,-33.02,-84.90
C,0.26,-0.40,1.06,-20.08,-41.26,-84.41
C,0.27,-0.37,1.33,-36.07,-38.27,-38.39
C,0.27,-0.29,1.17,-33.75,-17.27,-31.92
C,0.29,-0.35,1.13,-8.18,-9.89,-35.64
C,0.26,-0.45,1.13,-5.62,-6.53,-25.39
C,0.20,-0.15,1.05,-11.17,-0.98,0.85
C,0.15,-0.22,0.94,-4.76,2.56,-6.47
C,0.15,-0.20,0.89,-2.38,-0.49,-1.71
C,0.14,-0.08,0.96,2.26,-5.19,1.22
C,0.15,-0.09,0.97,-0.24,-8.12,-2.44
C,0.18,-0.12,0.98,-0.55,-5.07,-2.38
C,0.19,-0.09,1.01,1.40,-3.48,-0.12
C,0.18,-0.06,0.97,2.08,-1.77,-0.06
C,0.15,-0.07,0.95,3.91,-0.98,-5.13
C,0.16,-0.12,0.99,2.62,-3.91,-3.48
C,0.16,-0.08,0.92,0.73,-5.25,-1.34
C,0.17,-0.07,0.94,2.56,-0.55,-2.14
C,0.16,-0.09,1.00,3.72,-7.32,-4.88
C,0.16,-0.08,0.91,3.85,-1.10,-1.65
C,0.17,-0.10,1.02,2.26,-7.26,-4.46
C,0.17,-0.06,0.96,3.66,-2.81,-3.30
C,0.18,-0.13,0.98,2.08,-2.14,-4.15
C,0.17,-0.08,0.95,0.49,-4.46,-0.85
C,0.17,-0.07,0.94,2.99,-1.04,-3.72
C,0.17,-0.11,0.91,2.32,-1.77,-2.62
C,0.18,-0.06,1.00,-0.12,-6.35,-0.73
C,0.19,-0.09,1.08,-0.12,-2.26,-3.54
C,0.18,0.00,1.26,-5.31,7.93,-4.27
C,0.17,-0.01,1.56,-4.46,26.31,-18.31
C,0.12,0.12,1.38,-18.37,73.55,-33.08
C,0.06,0.06,1.17,-4.58,83.62,-58.59
C,-0.01,-0.25,1.39,19.78,68.24,-63.78
C,-0.03,-0.25,1.24,11.11,75.44,-43.64
C,-0.06,-0.06,1.37,10.07,87.28,-31.37
C,-0.09,-0.19,1.07,27.10,115.78,-39.67
C,-0.07,-0.54,0.85,31.98,99.24,-26.12
C,-0.10,-0.49,1.02,23.13,82.95,9.83
C,-0.14,-0.30,0.88,19.10,88.38,34.91
C,-0.16,-0.21,0.87,19.84,90.45,30.76
C,-0.14,-0.33,0.52,32.35,104.25,30.46
C,-0.25,-0.18,0.61,25.15,45.35,55.18
C,-0.26,-0.14,0.59,14.40,43.58,61.71
C,-0.24,-0.03,0.54,16.60,28.44,72.20
C,-0.22,-0.06,0.46,20.20,23.32,73.79
C,-0.20,-0.13,0.45,23.56,0.55,84.05
C,-0.21,0.26,0.61,10.19,-15.93,108.03
C,-0.21,0.28,0.50,5.37,-24.41,99.06
C,-0.21,0.36,0.72,1.77,-35.83,79.83
C,-0.21,0.40,0.56,1.04,-32.65,79.41
C,-0.20,0.54,0.64,-10.74,-48.16,73.30
C,-0.19,0.39,0.72,-18.86,-61.52,49.50
C,-0.18,0.32,0.69,-17.03,-59.63,40.77
C,-0.15,0.42,0.79,-12.45,-74.52,43.03
C,-0.15,0.52,0.75,-20.63,-68.60,25.33
C,-0.11,0.36,0.97,-31.56,-82.46,8.48
C,-0.04,0.26,0.94,-31.01,-70.74,-0.55
C,-0.02,0.36,0.94,-26.73,-75.56,-2.75
C,-0.06,0.28,0.90,-33.45,-75.62,-9.83
C,0.00,0.26,1.06,-39.92,-75.99,-15.99
C,0.10,0.29,1.15,-38.33,-59.08,-21.85
C,0.08,0.33,1.16,-31.31,-53.04,-29.48
C,0.06,0.34,1.12,-26.67,-49.62,-50.72
C,0.09,0.18,1.04,-29.30,-46.33,-62.38
C,0.08,0.22,1.06,-36.38,-44.49,-59.57
C,0.10,0.13,1.23,-28.32,-34.06,-78.37
C,0.17,-0.04,1.12,-23.68,-17.15,-88.38
C,0.20,-0.25,1.20,-24.84,-29.30,-70.01
C,0.16,-0.15,1.08,-21.06,-14.65,-54.75
C,0.19,-0.29,1.13,-18.74,-13.73,-54.93
C,0.21,-0.35,1.09,-15.99,-14.04,-34.61
C,0.19,-0.15,1.09,-15.93,-13.18,-21.00
C,0.18,-0.20,1.00,-11.23,-3.17,-22.16
C,0.17,-0.23,0.99,-8.24,-6.29,-16.42
C,0.17,-0.12,0.94,-7.63,-5.37,-7.20
C,0.15,-0.10,0.98,-4.33,-10.86,-11.54
C,0.18,-0.16,0.98,-3.05,-6.41,-8.91
C,0.18,-0.11,0.93,-3.91,-4.03,-3.17
C,0.17,-0.11,0.96,-1.83,-5.74,-6.65
C,0.18,-0.11,0.94,-2.14,-6.59,-2.01
C,0.18,-0.07,1.02,-3.23,-9.77,1.59
C,0.17,-0.03,0.99,-0.79,-4.46,-0.49
C,0.17,-0.09,0.93,1.83,-4.09,-4.03
C,0.18,-0.07,0.99,0.37,-6.04,-0.37
C,0.17,-0.03,0.98,0.79,-2.20,-0.67
C,0.17,-0.05,1.00,2.93,-2.08,-2.69
C,0.17,-0.08,0.99,0.73,-2.99,-2.14
C,0.17,-0.04,0.93,0.31,-1.65,-0.61
C,0.16,-0.06,0.93,1.53,0.00,-3.66
C,0.17,-0.07,0.95,0.61,-2.26,-3.11
C,0.18,-0.05,1.00,2.26,-3.66,-2.93
C,0.17,-0.06,0.93,3.60,-0.55,-4.58
C,0.16,-0.09,0.93,3.23,-3.11,-4.46
C,0.17,-0.04,0.98,-0.18,-5.31,0.24
C,0.18,-0.07,1.01,2.87,-3.91,-4.27
C,0.16,-0.08,0.93,1.95,-1.16,-2.62
C,0.17,-0.08,0.93,0.18,-3.11,-2.32
C,0.17,-0.03,0.96,0.37,-5.31,-0.12
C,0.17,-0.00,1.02,1.89,-3.60,-3.42
C,0.17,0.17,1.15,-1.34,-0.24,-6.41
C,0.18,0.21,1.31,-1.89,9.16,-20.20
C,0.15,0.09,1.45,6.29,29.72,-43.70
C,0.10,0.02,1.63,15.87,62.32,-60.85
C,0.10,0.07,1.64,13.37,97.23,-71.11
C,0.13,-0.15,1.05,23.32,147.09,-95.89
C,0.01,-0.40,1.08,27.71,112.67,-84.35
C,-0.11,-0.44,1.14,20.94,113.28,-44.49
C,-0.13,-0.10,1.24,26.55,129.09,-14.59
C,-0.12,-0.01,1.12,36.38,155.52,-23.93
C,-0.17,-0.30,0.71,40.77,166.99,-43.82
C,-0.25,-0.38,0.54,11.17,123.23,-12.33
C,-0.27,-0.37,0.51,-0.12,90.33,8.61
C,-0.31,-0.23,0.77,4.21,65.61,27.16
C,-0.30,-0.26,0.71,11.54,79.71,27.34
C,-0.30,-0.36,0.34,8.36,77.09,50.35
C,-0.27,-0.02,0.26,-0.55,24.29,90.94
C,-0.32,0.05,0.37,-7.75,-19.96,96.13
C,-0.36,0.20,0.73,-10.68,-33.75,95.15
C,-0.30,0.14,0.51,-1.04,-5.98,83.56
C,-0.29,0.09,0.14,0.37,-19.65,98.21
C,-0.25,0.49,0.69,-17.70,-84.66,122.92
C,-0.28,0.59,0.71,-39.86,-74.22,102.17
C,-0.24,0.43,0.56,-10.13,-59.39,61.16
C,-0.25,0.52,0.68,-10.86,-88.87,64.09
C,-0.24,0.53,0.81,-25.88,-87.16,50.11
C,-0.22,0.60,0.70,-34.79,-88.07,39.31
C,-0.18,0.36,0.99,-24.11,-93.20,8.06
C,-0.12,0.45,1.05,-23.62,-84.17,10.86
C,-0.08,0.33,0.97,-36.01,-71.17,-5.92
C,-0.11,0.22,1.01,-38.02,-73.73,-9.77
C,-0.10,0.27,1.08,-35.28,-66.77,-8.61
C,-0.01,0.27,1.04,-34.30,-60.12,-15.56
C,0.01,0.20,1.03,-34.12,-59.88,-19.29
C,-0.07,0.23,1.00,-29.17,-56.34,-27.16
C,-0.02,0.29,1.15,-30.09,-51.82,-33.51
C,0.02,0.24,1.00,-34.06,-45.84,-47.36
C,0.01,0.12,0.87,-29.05,-41.75,-58.35
C,-0.02,-0.00,1.03,-23.13,-43.52,-63.84
C,0.07,-0.17,0.97,-23.74,-38.94,-63.17
C,0.24,-0.35,1.23,-16.97,-41.02,-47.61
C,0.24,-0.37,1.26,-18.07,-26.98,-32.47
C,0.22,-0.19,1.26,-14.22,-15.99,-15.69
C,0.17,-0.16,1.10,-5.19,0.73,-11.84
C,0.13,-0.20,1.04,-4.27,-1.77,-10.07
C,0.11,-0.14,0.91,0.55,-4.82,2.14
C,0.12,0.07,0.98,-2.26,-4.33,10.50
C,0.12,0.05,1.03,-0.73,-0.49,0.12
C,0.13,-0.04,0.97,3.97,0.24,-3.11
C,0.13,0.00,0.83,-0.92,3.11,0.37
C,0.14,0.05,0.99,-2.75,-2.32,0.85
C,0.14,-0.02,1.02,2.20,-4.39,-6.23
C,0.14,-0.08,0.97,4.94,0.00,-4.52
C,0.14,0.02,0.93,2.44,0.12,-0.43
C,0.13,0.01,1.01,1.65,-4.76,-1.89
C,0.12,-0.01,1.02,0.12,-3.78,-4.09
C,0.12,0.03,1.01,2.20,-3.11,-2.08
C,0.12,0.03,0.91,-1.10,-1.22,-5.49
C,0.12,-0.04,0.97,-0.92,-3.30,-5.43
C,0.11,-0.05,0.98,-1.53,-1.28,-4.03
C,0.11,0.01,0.95,1.46,-2.01,-2.44
C,0.11,-0.04,0.97,1.28,-5.07,-5.74
C,0.11,-0.06,0.94,1.22,-5.98,-4.03
C,0.14,-0.03,1.02,4.58,-5.43,-2.69
C,0.18,-0.03,1.06,7.20,1.04,-0.24
C,0.21,-0.02,1.18,16.11,11.35,-0.49
C,0.30,0.16,1.57,66.47,48.71,-15.44
C,0.38,0.05,1.80,108.95,92.71,-39.37
C,0.07,-0.08,1.42,83.62,158.45,-40.10
C,-0.15,0.10,1.37,52.25,138.55,-16.85
C,-0.23,0.38,1.22,31.07,167.05,-13.92
C,-0.36,0.35,0.92,46.51,203.61,-45.84
C,-0.33,0.12,0.32,56.21,186.52,-71.04
C,-0.51,0.08,0.24,26.86,120.85,-49.56
C,-0.44,0.79,0.90,6.53,93.93,-43.88
C,-0.37,0.53,0.85,49.93,142.03,-118.90
C,-0.46,-0.35,0.06,55.79,155.46,-144.17
C,-0.65,-0.48,-0.41,19.23,18.98,-58.65
C,-0.74,-0.06,-0.27,-11.96,-61.83,-15.26
C,-0.60,-0.47,0.22,-41.32,-145.57,-23.38
C,-0.41,-0.72,0.27,-51.15,-168.70,51.21
C,-0.20,-0.25,1.17,-44.31,-195.86,113.16
C,-0.09,0.94,1.83,-30.33,-115.30,111.51
C,-0.08,0.46,1.55,-7.75,-46.39,11.60
C,-0.06,-0.23,1.69,3.17,18.86,4.76
C,-0.17,-0.02,1.06,-5.92,65.25,34.79
C,-0.26,-0.11,0.85,-8.79,54.50,37.96
C,-0.36,-0.08,0.68,-4.03,45.78,59.08
C,-0.36,0.15,0.76,6.59,28.75,75.38
C,-0.39,0.15,0.65,9.89,28.69,72.94
C,-0.34,0.18,0.52,6.96,12.02,69.82
C,-0.35,0.13,0.64,3.11,-10.01,67.02
C,-0.32,0.11,0.76,8.06,-12.08,69.40
C,-0.27,0.15,0.50,8.18,-21.00,72.39
C,-0.32,0.19,0.68,3.78,-37.96,86.98
C,-0.27,0.69,0.64,5.13,-41.75,96.50
C,-0.23,0.70,0.32,-7.87,-50.42,56.88
C,-0.25,0.47,0.40,-16.36,-88.93,36.25
C,-0.26,0.53,0.77,-11.11,-87.46,47.55
C,-0.16,0.81,0.56,-19.90,-88.20,40.65
C,-0.10,0.74,0.89,-45.41,-113.83,-3.66
C,-0.16,0.55,0.68,-36.25,-102.42,-33.81
C,-0.18,0.49,0.85,-31.49,-110.90,-44.37
C,-0.08,0.66,0.81,-66.59,-102.72,-57.68
C,-0.07,0.34,0.98,-57.86,-104.19,-101.56
C,0.08,-0.03,1.29,-30.03,-98.02,-114.99
C,0.19,-0.29,1.47,-57.19,-68.91,-78.49
C,0.24,-0.21,1.45,-40.71,-41.69,-63.48
C,0.26,-0.33,1.43,-22.71,-24.78,-60.91
C,0.21,-0.39,1.18,-25.94,-9.22,-25.82
C,0.15,-0.19,1.17,-19.96,-8.06,-5.00
C,0.10,-0.09,1.01,-6.23,-5.37,-4.39
C,0.07,-0.04,0.99,-4.46,-7.45,4.15
C,0.11,0.04,0.96,-3.48,-3.66,5.00
C,0.14,0.03,1.01,2.38,-6.41,0.06
C,0.13,0.02,1.01,-1.16,-4.76,0.73
C,0.11,0.09,0.99,-4.64,-2.50,0.92
